Timestamp,Sensor1_Temperature,Sensor1_Humidity
2024-12-13 19:37:42,19.6,18.8
2024-12-13 19:37:43,19.6,18.9
2024-12-13 19:37:44,19.6,19.4
2024-12-13 19:37:46,19.6,20.1
2024-12-13 19:37:48,19.6,21
2024-12-13 19:37:51,19.6,21.9
2024-12-13 19:37:52,19.6,21.9
2024-12-13 19:37:54,19.7,23.2
2024-12-13 19:37:56,19.7,23.9
2024-12-13 19:37:57,19.7,23.9
2024-12-13 19:37:59,19.7,25.4
2024-12-13 19:38:00,19.7,25.4
2024-12-13 19:38:02,19.7,27.3
2024-12-13 19:38:04,19.7,28.5
2024-12-13 19:38:06,19.7,29.4
2024-12-13 19:38:08,19.7,30.2
2024-12-13 19:38:10,19.7,31
2024-12-13 19:38:13,19.7,31.7
2024-12-13 19:38:15,19.7,32.4
2024-12-13 19:38:17,19.7,32.4
2024-12-13 19:38:19,19.7,33
2024-12-13 19:38:21,19.7,33.5
2024-12-13 19:38:23,19.6,34.2
2024-12-13 19:38:25,19.7,34.9
2024-12-13 19:38:27,19.7,36.2
2024-12-13 19:38:29,19.7,37.2
2024-12-13 19:38:31,19.7,38.4
2024-12-13 19:38:34,19.7,39.7
2024-12-13 19:38:36,19.7,40.8
2024-12-13 19:38:38,19.7,41.7
2024-12-13 19:38:40,19.7,42.6
2024-12-13 19:38:42,19.7,43.4
2024-12-13 19:38:44,19.7,44.3
2024-12-13 19:38:46,19.8,45.3
2024-12-13 19:38:48,19.8,46.2
2024-12-13 19:38:50,19.8,47
2024-12-13 19:38:53,19.8,47.7
2024-12-13 19:38:55,19.9,48.4
2024-12-13 19:38:57,19.9,48.7
2024-12-13 19:38:59,19.9,49.3
2024-12-13 19:39:01,20,49.7
2024-12-13 19:39:03,20,49.9
2024-12-13 19:39:05,20,50
2024-12-13 19:39:07,20.1,50.3
2024-12-13 19:39:09,20.1,50.6
2024-12-13 19:39:12,20.2,50.7
2024-12-13 19:39:14,20.2,51
2024-12-13 19:39:16,20.3,51.2
2024-12-13 19:39:18,20.3,51.4
2024-12-13 19:39:20,20.4,51.5
2024-12-13 19:39:22,20.4,51.5
2024-12-13 19:39:24,20.4,51.4
2024-12-13 19:39:26,20.5,51.6
2024-12-13 19:39:28,20.5,51.9
2024-12-13 19:39:30,20.6,51.9
2024-12-13 19:39:33,20.6,52.1
2024-12-13 19:39:35,20.7,52.2
2024-12-13 19:39:37,20.8,52.1
2024-12-13 19:39:39,20.8,52.1
2024-12-13 19:39:41,20.9,52.2
2024-12-13 19:39:43,20.9,52.1
2024-12-13 19:39:45,21,52.3
2024-12-13 19:39:47,21,52.4
2024-12-13 19:39:49,21.1,52.5
2024-12-13 19:39:52,21.1,52.6
2024-12-13 19:39:54,21.3,52.7
2024-12-13 19:39:56,21.3,53.1
2024-12-13 19:39:58,21.4,53.2
2024-12-13 19:40:00,21.4,53.1
2024-12-13 19:40:02,21.5,53.1
